Country,Year,Value
Ecuador,2015,3.6
Ecuador,2024,3.5
Egypt,2005,11.1
Egypt,2010,8.8
Egypt,2015,13.1
Egypt,2024,6.3
El Salvador,2005,7.2
El Salvador,2010,4.9
El Salvador,2015,4
El Salvador,2024,2.7
Equatorial Guinea,2005,8.2
Equatorial Guinea,2010,8.4
Equatorial Guinea,2015,8.2
Equatorial Guinea,2024,8.5
Eritrea,2005,5.9
Eritrea,2010,6.1
Eritrea,2015,6
Eritrea,2024,5.8
Estonia,2005,8
Estonia,2010,16.7
Estonia,2015,6.2
Estonia,2024,7.3
Eswatini,2005,27.2
Eswatini,2010,26.9
Eswatini,2015,23.3
Eswatini,2024,22
Ethiopia,2005,2.5
Ethiopia,2010,2.3
Ethiopia,2015,2.4
Ethiopia,2024,3.3
Falkland Islands (Malvinas),2013,1.2
Faroe Islands,2005,3.2
Faroe Islands,2010,6.4
Faroe Islands,2013,4
Fiji,2005,3.9
Fiji,2010,4.3
Fiji,2015,4.3
Fiji,2024,4.2
Finland,2005,8.4
Finland,2010,8.4
Finland,2015,9.4
Finland,2024,7.3
France,2005,8.9
France,2010,9.3
France,2015,10.4
France,2024,7
French Guiana,2005,24.8
French Guiana,2010,21
French Guiana,2013,21.3
French Polynesia,2005,11.6
French Polynesia,2010,12.1
French Polynesia,2015,11.5
French Polynesia,2024,11.6
Gabon,2005,16.9
Gabon,2010,20.4
Gabon,2015,19.8
Gabon,2024,20.2
Gambia,2005,9.8
Gambia,2010,9.5
Gambia,2015,7.3
Gambia,2024,4.1
Georgia,2005,13.8
Georgia,2010,20.2
Georgia,2015,16.5
Georgia,2024,12
Germany,2005,11.2
Germany,2010,7
Germany,2015,4.6
Germany,2024,3.2
Ghana,2005,5.8
Ghana,2010,5.4
Ghana,2015,6.8
Ghana,2024,3.6
Greece,2005,10.1
Greece,2010,12.7
Greece,2015,25
Greece,2024,9.7
Greenland,2005,9.3
Greenland,2006,8.4
Greenland,2013,9.7
Guadeloupe,2005,25.9
Guadeloupe,2010,23.8
Guadeloupe,2013,26.1
Guam,2005,7
Guam,2010,8.2
Guam,2015,6.9
Guam,2024,5.5
Guatemala,2005,3.1
Guatemala,2010,3.5
Guatemala,2015,2.5
Guatemala,2024,3.1
Guinea,2005,5
Guinea,2010,5.3
Guinea,2015,5.4
Guinea,2024,5.3
Guinea-Bissau,2005,3.3
Guinea-Bissau,2010,3.2
Guinea-Bissau,2015,3.2
Guinea-Bissau,2024,3.1
Guyana,2005,11.1
Guyana,2010,11.8
Guyana,2015,13.3
Guyana,2024,9.4
Haiti,2005,14.6
Haiti,2010,15.3
Haiti,2015,13.7
Haiti,2024,14.7
Honduras,2005,4.9
Honduras,2010,4.1
Honduras,2015,6.2
Honduras,2024,6.7
Hungary,2005,7.2
Hungary,2010,11.2
Hungary,2015,6.8
Hungary,2024,4.1
Iceland,2005,2.6
Iceland,2010,7.6
Iceland,2015,4
Iceland,2024,3
India,2005,8.7
India,2010,8.3
India,2015,7.9
India,2024,4.7
Indonesia,2005,7.9
Indonesia,2010,5.6
Indonesia,2015,4.5
Indonesia,2024,3.2
Iran (Islamic Republic of),2005,11.8
Iran (Islamic Republic of),2010,13.7
Iran (Islamic Republic of),2015,11.2
Iran (Islamic Republic of),2024,8.7
Iraq,2005,8.6
Iraq,2010,8.3
Iraq,2015,10.8
Iraq,2024,15.5
Ireland,2005,4.3
Ireland,2010,14.5
Ireland,2015,9.9
Ireland,2024,4.8
Isle of Man,2001,1.6
Isle of Man,2006,2.4
Isle of Man,2011,3.3
Isle of Man,2013,2.6
Israel,2005,11.3
Israel,2010,8.5
Israel,2015,5.2
Israel,2024,3.8
Italy,2005,7.7
Italy,2010,8.4
Italy,2015,11.9
Italy,2024,7.9
Jamaica,2005,6.6
Jamaica,2010,7.6
Jamaica,2015,8.8
Jamaica,2024,5.3
Japan,2005,4.5
Japan,2010,5.1
Japan,2015,3.4
Japan,2024,2.8
Jordan,2005,14.8
Jordan,2010,12.5
Jordan,2015,13.1
Jordan,2024,19
Kazakhstan,2005,8.1
Kazakhstan,2010,5.8
Kazakhstan,2015,4.9
Kazakhstan,2024,4.6
Kenya,2005,2.8
Kenya,2010,2.8
Kenya,2015,2.8
Kenya,2024,5.6
Kiribati,2005,14.7
Kiribati,2010,30.6
Kosovo,2005,41.4
Kosovo,2009,45.4
Kosovo,2012,30.9
Kuwait,2005,1.5
Kuwait,2010,1.8
Kuwait,2015,2.2
Kuwait,2024,2.1
Kyrgyzstan,2005,2.4
Kyrgyzstan,2010,2.9
Kyrgyzstan,2015,3.3
Kyrgyzstan,2024,4.1
Lao People's Dem. Rep.,2005,1.4
Lao People's Dem. Rep.,2010,0.7
Lao People's Dem. Rep.,2015,2.5
Lao People's Dem. Rep.,2024,3.8
Latvia,2005,10
Latvia,2010,19.5
Latvia,2015,9.9
Latvia,2024,6.6
Lebanon,2005,8.2
Lebanon,2010,6.8
Lebanon,2015,9.2
Lebanon,2024,11.5
Lesotho,2005,16
Lesotho,2010,16
Lesotho,2015,16.2
Lesotho,2024,16.1
Liberia,2005,2.4
Liberia,2010,2.3
Liberia,2015,2.6
Liberia,2024,2.8
Libya,2005,18.7
Libya,2010,19.2
Libya,2015,19.7
Libya,2024,18.1
Liechtenstein,2010,2.6
Liechtenstein,2013,2.6
Lithuania,2005,8.3
Lithuania,2010,17.8
Lithuania,2015,9.1
Lithuania,2024,6.4
Luxembourg,2005,4.5
Luxembourg,2010,4.4
Luxembourg,2015,6.7
Luxembourg,2024,5.4
Madagascar,2005,2.6
Madagascar,2010,4.3
Madagascar,2015,1.8
Madagascar,2024,1.8
Malawi,2005,4.9
Malawi,2010,4.7
Malawi,2015,4.9
Malawi,2024,5
Malaysia,2005,3.5
Malaysia,2010,3.4
Malaysia,2015,3.1
Malaysia,2024,3.6
Maldives,2005,7.4
Maldives,2010,10.8
Maldives,2015,6.6
Maldives,2024,4.3
Mali,2005,1.4
Mali,2010,1.4
Mali,2015,1.4
Mali,2024,3.2
Malta,2005,6.9
Malta,2010,6.9
Malta,2015,5.4
Malta,2024,2.4
Marshall Islands,2011,4.7
Martinique,2005,18.7
Martinique,2010,21
Martinique,2013,22.8
Mauritania,2005,9.5
Mauritania,2010,10.1
Mauritania,2015,10.1
Mauritania,2024,10.5
Mauritius,2005,9.5
Mauritius,2010,7.7
Mauritius,2015,7.4
Mauritius,2024,4.2
Mexico,2005,3.6
Mexico,2010,5.3
Mexico,2015,4.3
Mexico,2024,3
Monaco,2000,3.6
Mongolia,2005,7
Mongolia,2010,6.6
Mongolia,2015,4.9
Mongolia,2024,5.1
Montenegro,2005,30.3
Montenegro,2010,19.7
Montenegro,2015,17.6
Montenegro,2024,13.9
Montserrat,2001,9.5
Montserrat,2011,5.6
Morocco,2005,11
Morocco,2010,9.1
Morocco,2015,9.5
Morocco,2024,9.7
Mozambique,2005,3
Mozambique,2010,3.3
Mozambique,2015,3.4
Mozambique,2024,3.7
Myanmar,2005,0.7
Myanmar,2010,0.7
Myanmar,2015,0.8
Myanmar,2024,2.9
Namibia,2005,22.1
Namibia,2010,22.1
Namibia,2015,20.8
Namibia,2024,19.4
Nauru,2002,22.7
Nauru,2011,23
Nepal,2005,10.7
Nepal,2010,10.7
Nepal,2015,10.7
Nepal,2024,10.9
Netherlands (Kingdom of the),2005,5.9
Netherlands (Kingdom of the),2010,5
Netherlands (Kingdom of the),2015,6.9
Netherlands (Kingdom of the),2024,3.5
New Caledonia,2005,15.8
New Caledonia,2010,14
New Caledonia,2015,13.6
New Caledonia,2024,10.8
New Zealand,2005,3.8
New Zealand,2010,6.6
New Zealand,2015,5.4
New Zealand,2024,4.1
Nicaragua,2005,5.4
Nicaragua,2010,7.8
Nicaragua,2015,4.7
Nicaragua,2024,4.6
Niger,2005,3.1
Niger,2010,0.7
Niger,2015,0.6
Niger,2024,0.5
Nigeria,2005,3.7
Nigeria,2010,3.7
Nigeria,2015,4.1
Nigeria,2024,3.5
Niue,2001,2.2
Niue,2002,9.7
North Macedonia,2005,37.3
North Macedonia,2010,33.1
North Macedonia,2015,26.4
North Macedonia,2024,12.3
Northern Mariana Islands,2003,4.6
Northern Mariana Islands,2005,6.5
Northern Mariana Islands,2010,11.2
Norway,2005,4.4
Norway,2010,3.5
Norway,2015,4.3
Norway,2024,3.4
Oman,2005,4.6
Oman,2010,3.9
Oman,2015,3.4
Oman,2024,1.5
Pakistan,2005,0.6
Pakistan,2010,0.7
Pakistan,2015,3.6
Pakistan,2024,5.8
Palau,2005,4.2
Panama,2005,6.1
Panama,2010,5.9
Panama,2015,4.4
Panama,2024,7.5
Papua New Guinea,2005,2.4
Papua New Guinea,2010,2
Papua New Guinea,2015,2.5
Papua New Guinea,2024,2.7
Paraguay,2005,4.8
Paraguay,2010,4.6
Paraguay,2015,4.6
Paraguay,2024,5.8
Peru,2005,4.9
Peru,2010,3.6
Peru,2015,3.3
Peru,2024,3.5
Philippines,2005,3.8
Philippines,2010,3.6
Philippines,2015,3.1
Philippines,2024,2.2
Poland,2005,17.8
Poland,2010,9.6
Poland,2015,7.5
Poland,2024,2.7
Portugal,2005,7.6
Portugal,2010,10.8
Portugal,2015,12.5
Portugal,2024,6.5
Puerto Rico,2005,11.4
Puerto Rico,2010,16.1
Puerto Rico,2015,12
Puerto Rico,2024,6
Qatar,2005,0.9
Qatar,2010,0.5
Qatar,2015,0.2
Qatar,2024,0.1
Republic of Korea,2005,3.5
Republic of Korea,2010,3.3
Republic of Korea,2015,3.6
Republic of Korea,2024,2.8
Republic of Moldova,2005,5.6
Republic of Moldova,2010,3
Republic of Moldova,2015,1.8
Republic of Moldova,2024,1.4
Réunion,2005,30.1
Réunion,2010,28.9
Réunion,2013,28.9
Romania,2005,7.2
Romania,2010,7
Romania,2015,6.8
Romania,2024,5.5
Russian Federation,2005,7.1
Russian Federation,2010,7.4
Russian Federation,2015,5.6
Russian Federation,2024,3.2
Rwanda,2005,11.9
Rwanda,2010,11.7
Rwanda,2015,11.9
Rwanda,2024,14.8
Saint Kitts and Nevis,2001,5.1
Saint Lucia,2005,18.7
Saint Lucia,2010,17.1
Saint Lucia,2015,20.8
Saint Lucia,2024,15.7
Saint Vincent & Grenadines,2005,19.5
Saint Vincent & Grenadines,2010,19.9
Saint Vincent & Grenadines,2015,19.1
Saint Vincent & Grenadines,2024,17.9
Samoa,2005,5.2
Samoa,2010,5.6
Samoa,2015,8.9
Samoa,2024,9.3
San Marino,2010,4.4
San Marino,2014,6.6
Sao Tome and Principe,2005,16.5
Sao Tome and Principe,2010,14.7
Sao Tome and Principe,2015,13.6
Sao Tome and Principe,2024,14.2
Saudi Arabia,2005,6.1
Saudi Arabia,2010,5.6
Saudi Arabia,2015,5.6
Saudi Arabia,2024,4.8
Senegal,2005,8.7
Senegal,2010,10.2
Senegal,2015,6.8
Senegal,2024,2.9
Serbia,2005,20.9
Serbia,2010,19.2
Serbia,2015,17.7
Serbia,2024,6.8
Seychelles,2005,5.5
Seychelles,2011,4.1
Sierra Leone,2005,3.8
Sierra Leone,2010,4.5
Sierra Leone,2015,4.7
Sierra Leone,2024,3.2
Singapore,2005,5.6
Singapore,2010,4.1
Singapore,2015,3.8
Singapore,2024,3.5
Slovakia,2005,16.3
Slovakia,2010,14.4
Slovakia,2015,11.5
Slovakia,2024,5.7
Slovenia,2005,6.6
Slovenia,2010,7.3
Slovenia,2015,9
Slovenia,2024,3.4
Solomon Islands,2005,1.9
Solomon Islands,2010,1.6
Solomon Islands,2015,0.7
Solomon Islands,2024,1.6
Somalia,2005,18.5
Somalia,2010,18.6
Somalia,2015,18.4
Somalia,2024,19.1
South Africa,2005,19.6
South Africa,2010,23.2
South Africa,2015,22.9
South Africa,2024,28.6
South Sudan,2005,12.1
South Sudan,2010,12.4
South Sudan,2015,12.4
South Sudan,2024,11.8
Spain,2005,9.2
Spain,2010,19.9
Spain,2015,22.1
Spain,2024,12.2
Sri Lanka,2005,7.7
Sri Lanka,2010,4.8
Sri Lanka,2015,4.5
Sri Lanka,2024,6.6
State of Palestine,2005,20
State of Palestine,2010,21.4
State of Palestine,2015,23
State of Palestine,2022,24.4
Sudan,2005,14.8
Sudan,2010,15.1
Sudan,2015,17.1
Sudan,2024,20.8
Suriname,2005,9.3
Suriname,2010,7.2
Suriname,2015,7.2
Suriname,2024,7.7
Sweden,2005,7.5
Sweden,2010,8.6
Sweden,2015,7.4
Sweden,2024,8.7
Switzerland,2005,4.4
Switzerland,2010,4.8
Switzerland,2015,4.8
Switzerland,2024,3.8
Syrian Arab Republic,2005,8.8
Syrian Arab Republic,2010,8.6
Syrian Arab Republic,2015,14.2
Syrian Arab Republic,2024,13.2
Tajikistan,2005,13
Tajikistan,2010,10.8
Tajikistan,2015,7.6
Tajikistan,2024,7
Thailand,2005,1.4
Thailand,2010,0.6
Thailand,2015,0.6
Thailand,2024,0.8
Timor-Leste,2005,3.4
Timor-Leste,2010,3.3
Timor-Leste,2015,4.5
Timor-Leste,2024,1.8
Togo,2005,4.1
Togo,2010,2.4
Togo,2015,2.2
Togo,2024,3.7
Tonga,2005,2.6
Tonga,2010,1.5
Tonga,2015,2
Tonga,2024,2.3
Trinidad and Tobago,2005,8
Trinidad and Tobago,2010,4
Trinidad and Tobago,2015,2.4
Trinidad and Tobago,2024,3.3
Tunisia,2005,12.9
Tunisia,2010,13.1
Tunisia,2015,15.2
Tunisia,2024,17.7
Türkiye,2005,10.6
Türkiye,2010,10.7
Türkiye,2015,10.2
Türkiye,2024,9.9
Turkmenistan,2005,7.5
Turkmenistan,2010,4
Turkmenistan,2015,4
Turkmenistan,2024,4.2
Turks and Caicos Islands,2008,8.3
Uganda,2005,1.9
Uganda,2010,3.6
Uganda,2015,2.8
Uganda,2024,2.8
Ukraine,2005,7.2
Ukraine,2010,8.1
Ukraine,2015,9.1
Ukraine,2021,9.8
United Arab Emirates,2005,3.1
United Arab Emirates,2010,2.8
United Arab Emirates,2015,1.8
United Arab Emirates,2024,2.9
United Kingdom,2005,4.8
United Kingdom,2010,7.8
United Kingdom,2015,5.3
United Kingdom,2024,4.9
United Rep. of Tanzania,2005,3.2
United Rep. of Tanzania,2010,3
United Rep. of Tanzania,2015,2.1
United Rep. of Tanzania,2024,2.5
United States of America,2005,5.1
United States of America,2010,9.6
United States of America,2015,5.3
United States of America,2024,3.9
United States Virgin Islands,2005,10.6
United States Virgin Islands,2010,11.4
United States Virgin Islands,2015,12.2
United States Virgin Islands,2024,11.8
Uruguay,2005,12
Uruguay,2010,7.2
Uruguay,2015,7.5
Uruguay,2024,8.3
Uzbekistan,2005,7.1
Uzbekistan,2010,5.4
Uzbekistan,2015,5.2
Uzbekistan,2024,4.3
Vanuatu,2005,8.1
Vanuatu,2010,4.7
Vanuatu,2015,5.2
Vanuatu,2024,5.2
Venezuela (Boliv. Rep. of),2005,10.7
Venezuela (Boliv. Rep. of),2010,7.1
Venezuela (Boliv. Rep. of),2015,6.1
Venezuela (Boliv. Rep. of),2024,5.4
Viet Nam,2005,2.1
Viet Nam,2010,1.1
Viet Nam,2015,1.9
Viet Nam,2024,1.7
Western Sahara,2005,7.2
Western Sahara,2010,6.6
Western Sahara,2015,7.6
Western Sahara,2024,8.1
Yemen,2005,12.2
Yemen,2010,12.8
Yemen,2015,17.9
Yemen,2024,17.4
Zambia,2005,15.9
Zambia,2010,13.2
Zambia,2015,8.3
Zambia,2024,4.2
Zimbabwe,2005,4.7
Zimbabwe,2010,5.5
Zimbabwe,2015,5.4
Zimbabwe,2024,9
European Union (EU),2005,9.6
European Union (EU),2010,9.9
European Union (EU),2015,10
European Union (EU),2024,6
