Country,Year,Value
Liechtenstein,1995,59.00
Liechtenstein,2005,50.00
Liechtenstein,2010,64.00
Liechtenstein,2020,58.00
Liechtenstein,2021,71.00
Liechtenstein,2022,101.00
Lithuania,1995,650.00
Lithuania,2005,2000.00
Lithuania,2010,1507.00
Lithuania,2020,937.00
Lithuania,2021,948.00
Lithuania,2022,2169.00
Luxembourg,1995,768.00
Luxembourg,2005,913.00
Luxembourg,2010,805.00
Luxembourg,2020,525.00
Luxembourg,2021,615.00
Luxembourg,2022,1013.00
Madagascar,1995,75.00
Madagascar,2005,277.00
Madagascar,2010,196.00
Madagascar,2020,68.00
Madagascar,2021,8.00
Malawi,1995,192.00
Malawi,2005,438.00
Malawi,2010,746.00
Malawi,2020,199.00
Malawi,2021,432.00
Malaysia,1995,7469.00
Malaysia,2005,16431.00
Malaysia,2010,24577.00
Malaysia,2020,4333.00
Malaysia,2021,135.00
Malaysia,2022,10071.00
Maldives,1995,315.00
Maldives,2005,395.00
Maldives,2010,792.00
Maldives,2020,555.00
Maldives,2021,1322.00
Maldives,2022,1675.00
Mali,1995,42.00
Mali,2005,143.00
Mali,2010,169.00
Mali,2020,75.00
Mali,2021,168.00
Malta,1995,1116.00
Malta,2005,1171.00
Malta,2010,1339.00
Malta,2020,659.00
Malta,2021,968.00
Malta,2022,2287.00
Marshall Islands,1995,6.00
Marshall Islands,2005,9.00
Marshall Islands,2010,5.00
Marshall Islands,2020,1.00
Marshall Islands,2021,0.00
Martinique,1995,457.00
Martinique,2005,484.00
Martinique,2010,478.00
Martinique,2020,312.00
Martinique,2021,291.00
Martinique,2022,556.00
Mauritius,1995,422.00
Mauritius,2005,761.00
Mauritius,2010,935.00
Mauritius,2020,309.00
Mauritius,2021,180.00
Mauritius,2022,997.00
Mexico,1995,20241.00
Mexico,2005,21915.00
Mexico,2010,23290.00
Mexico,2020,24824.00
Mexico,2021,31860.00
Mexico,2022,38326.00
Micronesia (Fed. States of),2005,19.00
Micronesia (Fed. States of),2010,45.00
Monaco,1995,233.00
Monaco,2005,286.00
Monaco,2010,279.00
Monaco,2020,159.00
Monaco,2021,218.00
Monaco,2022,327.00
Mongolia,2005,339.00
Mongolia,2010,456.00
Mongolia,2020,59.00
Mongolia,2021,33.00
Mongolia,2022,286.00
Montenegro,2005,272.00
Montenegro,2010,1088.00
Montenegro,2020,351.00
Montenegro,2021,1554.00
Montenegro,2022,2036.00
Montserrat,1995,18.00
Montserrat,2005,10.00
Montserrat,2010,6.00
Montserrat,2020,5.00
Montserrat,2021,2.00
Morocco,1995,2602.00
Morocco,2005,5843.00
Morocco,2010,9288.00
Morocco,2020,2778.00
Morocco,2021,3722.00
Morocco,2022,10869.00
Mozambique,2005,578.00
Mozambique,2010,1718.00
Mozambique,2020,952.00
Mozambique,2021,492.00
Myanmar,1995,194.00
Myanmar,2005,660.00
Myanmar,2010,792.00
Myanmar,2020,903.00
Myanmar,2021,131.00
Myanmar,2022,233.00
Namibia,1995,272.00
Namibia,2005,778.00
Namibia,2010,984.00
Namibia,2020,170.00
Namibia,2021,233.00
Namibia,2022,461.00
Nepal,1995,363.00
Nepal,2005,375.00
Nepal,2010,603.00
Nepal,2020,230.00
Nepal,2021,151.00
Nepal,2022,615.00
Netherlands (Kingdom of the),1995,6574.00
Netherlands (Kingdom of the),2005,10012.00
Netherlands (Kingdom of the),2010,10883.00
Netherlands (Kingdom of the),2020,7265.00
Netherlands (Kingdom of the),2021,6248.00
Netherlands (Kingdom of the),2022,16063.00
New Caledonia,1995,86.00
New Caledonia,2005,101.00
New Caledonia,2010,99.00
New Caledonia,2020,31.00
New Caledonia,2021,12.00
New Caledonia,2022,79.00
New Zealand,2005,2353.00
New Zealand,2010,2435.00
New Zealand,2020,948.00
New Zealand,2021,205.00
New Zealand,2022,1389.00
Nicaragua,1995,281.00
Nicaragua,2005,712.00
Nicaragua,2010,1011.00
Nicaragua,2020,384.00
Nicaragua,2021,222.00
Nicaragua,2022,818.00
Niger,1995,35.00
Niger,2005,58.00
Niger,2010,74.00
Niger,2020,85.00
Nigeria,1995,656.00
Nigeria,2005,1010.00
Nigeria,2010,1555.00
Nigeria,2020,502.00
Nigeria,2021,518.00
Nigeria,2022,528.00
Niue,1995,2.00
Niue,2005,3.00
Niue,2010,6.00
Niue,2020,1.00
Niue,2021,0.00
North Macedonia,1995,147.00
North Macedonia,2005,197.00
North Macedonia,2010,262.00
North Macedonia,2020,118.00
North Macedonia,2021,294.00
North Macedonia,2022,537.00
Northern Mariana Islands,1995,676.00
Northern Mariana Islands,2005,507.00
Northern Mariana Islands,2010,379.00
Northern Mariana Islands,2020,89.00
Northern Mariana Islands,2021,13.00
Northern Mariana Islands,2022,97.00
Norway,1995,2880.00
Norway,2005,3824.00
Norway,2010,4767.00
Norway,2020,1397.00
Norway,2021,1435.00
Norway,2022,4979.00
Oman,1995,279.00
Oman,2005,891.00
Oman,2010,1441.00
Oman,2020,622.00
Oman,2021,464.00
Oman,2022,2059.00
Other non-specified areas,1995,2332.00
Other non-specified areas,2005,3378.00
Other non-specified areas,2010,5567.00
Other non-specified areas,2020,1378.00
Other non-specified areas,2021,140.00
Other non-specified areas,2022,896.00
Pakistan,1995,378.00
Pakistan,2005,798.00
Pakistan,2010,907.00
Palau,1995,53.00
Palau,2005,81.00
Palau,2010,85.00
Palau,2020,18.00
Panama,1995,345.00
Panama,2005,702.00
Panama,2010,1324.00
Panama,2020,414.00
Panama,2021,618.00
Panama,2022,1488.00
Papua New Guinea,1995,42.00
Papua New Guinea,2005,69.00
Papua New Guinea,2010,140.00
Papua New Guinea,2020,39.00
Papua New Guinea,2021,17.00
Papua New Guinea,2022,67.00
Paraguay,1995,438.00
Paraguay,2005,341.00
Paraguay,2010,465.00
Paraguay,2020,252.00
Paraguay,2021,95.00
Paraguay,2022,579.00
Peru,1995,479.00
Peru,2005,1571.00
Peru,2010,2299.00
Peru,2020,897.00
Peru,2021,444.00
Peru,2022,2009.00
Philippines,1995,1760.00
Philippines,2005,2623.00
Philippines,2010,3520.00
Philippines,2020,1483.00
Philippines,2021,164.00
Philippines,2022,2654.00
Poland,1995,19215.00
Poland,2005,15200.00
Poland,2010,12470.00
Poland,2020,8418.00
Poland,2021,9722.00
Poland,2022,15948.00
Portugal,1995,9511.00
Portugal,2005,10612.00
Portugal,2010,6756.00
Portugal,2020,4208.00
Portugal,2021,6345.00
Portugal,2022,16308.00
Puerto Rico,1995,3131.00
Puerto Rico,2005,3686.00
Puerto Rico,2010,3186.00
Puerto Rico,2020,2617.00
Puerto Rico,2021,2755.00
Puerto Rico,2022,3273.00
Qatar,2010,1700.00
Qatar,2020,582.00
Qatar,2021,611.00
Qatar,2022,2560.00
Republic of Korea,1995,3753.00
Republic of Korea,2005,6023.00
Republic of Korea,2010,8798.00
Republic of Korea,2020,2519.00
Republic of Korea,2021,967.00
Republic of Korea,2022,3198.00
Republic of Moldova,1995,32.00
Republic of Moldova,2005,67.00
Republic of Moldova,2010,64.00
Republic of Moldova,2020,29.00
Republic of Moldova,2021,69.00
Republic of Moldova,2022,162.00
Réunion,1995,304.00
Réunion,2005,409.00
Réunion,2010,420.00
Réunion,2020,217.00
Réunion,2021,251.00
Réunion,2022,495.00
Romania,1995,5445.00
Romania,2005,5839.00
Romania,2010,7498.00
Romania,2020,5023.00
Romania,2021,6789.00
Romania,2022,12697.00
Russian Federation,1995,10290.00
Russian Federation,2005,22201.00
Russian Federation,2010,22281.00
Russian Federation,2020,6359.00
Rwanda,2010,605.00
Rwanda,2020,460.00
Rwanda,2021,480.00
Saba,1995,10.00
Saba,2005,12.00
Saba,2010,12.00
Saint Kitts and Nevis,1995,79.00
Saint Kitts and Nevis,2005,141.00
Saint Kitts and Nevis,2010,98.00
Saint Kitts and Nevis,2020,30.00
Saint Kitts and Nevis,2021,20.00
Saint Kitts and Nevis,2022,80.00
Saint Lucia,1995,231.00
Saint Lucia,2005,318.00
Saint Lucia,2010,306.00
Saint Lucia,2020,131.00
Saint Lucia,2021,199.00
Saint Lucia,2022,356.00
Saint Vincent & Grenadines,1995,60.00
Saint Vincent & Grenadines,2005,96.00
Saint Vincent & Grenadines,2010,72.00
Saint Vincent & Grenadines,2020,27.00
Saint Vincent & Grenadines,2021,24.00
Saint Vincent & Grenadines,2022,59.00
Samoa,1995,68.00
Samoa,2005,102.00
Samoa,2010,122.00
Samoa,2020,23.00
Samoa,2021,3.00
Samoa,2022,49.00
San Marino,1995,28.00
San Marino,2005,50.00
San Marino,2010,120.00
San Marino,2020,58.00
San Marino,2021,94.00
Sao Tome and Principe,1995,6.00
Sao Tome and Principe,2005,16.00
Sao Tome and Principe,2010,8.00
Sao Tome and Principe,2020,11.00
Sao Tome and Principe,2021,15.00
Saudi Arabia,1995,3325.00
Saudi Arabia,2005,8037.00
Saudi Arabia,2010,10850.00
Saudi Arabia,2020,4138.00
Saudi Arabia,2021,3477.00
Saudi Arabia,2022,16638.00
Senegal,1995,280.00
Senegal,2005,769.00
Senegal,2010,900.00
Serbia,2005,453.00
Serbia,2010,683.00
Serbia,2020,446.00
Serbia,2021,871.00
Serbia,2022,1773.00
Seychelles,1995,121.00
Seychelles,2005,129.00
Seychelles,2010,175.00
Seychelles,2020,115.00
Seychelles,2021,183.00
Seychelles,2022,332.00
Sierra Leone,1995,14.00
Sierra Leone,2005,40.00
Sierra Leone,2010,39.00
Sierra Leone,2020,24.00
Sierra Leone,2021,40.00
Singapore,1995,6070.00
Singapore,2005,7079.00
Singapore,2010,9161.00
Singapore,2020,2086.00
Singapore,2021,325.00
Singapore,2022,5344.00
Sint Eustatius,1995,9.00
Sint Eustatius,2005,10.00
Sint Eustatius,2010,11.00
Sint Maarten (Dutch part),1995,460.00
Sint Maarten (Dutch part),2005,468.00
Sint Maarten (Dutch part),2010,443.00
Sint Maarten (Dutch part),2020,106.00
Sint Maarten (Dutch part),2021,249.00
Sint Maarten (Dutch part),2022,373.00
Slovakia,1995,903.00
Slovakia,2005,1515.00
Slovakia,2010,1327.00
Slovenia,1995,732.00
Slovenia,2005,1555.00
Slovenia,2010,2049.00
Slovenia,2020,1216.00
Slovenia,2021,1832.00
Slovenia,2022,3936.00
Solomon Islands,1995,12.00
Solomon Islands,2005,9.00
Solomon Islands,2010,21.00
Solomon Islands,2020,4.00
Solomon Islands,2021,1.00
South Africa,1995,4488.00
South Africa,2005,7369.00
South Africa,2010,8074.00
South Africa,2020,2802.00
South Africa,2021,2256.00
South Africa,2022,5698.00
Spain,1995,32971.00
Spain,2005,55914.00
Spain,2010,52677.00
Spain,2020,18933.00
Spain,2021,31181.00
Spain,2022,71659.00
Sri Lanka,1995,403.00
Sri Lanka,2005,549.00
Sri Lanka,2010,654.00
Sri Lanka,2020,508.00
Sri Lanka,2021,194.00
Sri Lanka,2022,720.00
State of Palestine,2005,88.00
State of Palestine,2010,522.00
State of Palestine,2020,170.00
Sudan,1995,29.00
Sudan,2005,246.00
Sudan,2010,495.00
Suriname,1995,43.00
Suriname,2005,161.00
Suriname,2010,205.00
Sweden,1995,2310.00
Sweden,2005,4883.00
Sweden,2010,5183.00
Sweden,2020,1957.00
Sweden,2021,2990.00
Sweden,2022,6629.00
Switzerland,1995,6946.00
Switzerland,2005,7229.00
Switzerland,2010,8628.00
Switzerland,2020,3690.00
Switzerland,2021,4390.00
Switzerland,2022,9160.00
Syrian Arab Republic,1995,815.00
Syrian Arab Republic,2005,3571.00
Syrian Arab Republic,2010,8546.00
Tajikistan,2010,160.00
Tajikistan,2020,351.00
Tajikistan,2021,296.00
Thailand,1995,6952.00
Thailand,2005,11567.00
Thailand,2010,15936.00
Thailand,2020,6725.00
Thailand,2021,511.00
Timor-Leste,2010,40.00
Timor-Leste,2020,18.00
Timor-Leste,2021,6.00
Togo,1995,53.00
Togo,2005,81.00
Togo,2010,202.00
Togo,2020,482.00
Tonga,1995,29.00
Tonga,2005,42.00
Tonga,2010,47.00
Tonga,2020,9.00
Tonga,2021,0.00
Tonga,2022,18.00
Trinidad and Tobago,1995,260.00
Trinidad and Tobago,2005,463.00
Trinidad and Tobago,2010,388.00
Trinidad and Tobago,2020,95.00
Trinidad and Tobago,2021,41.00
Trinidad and Tobago,2022,227.00
Tunisia,1995,4120.00
Tunisia,2005,6378.00
Tunisia,2010,7828.00
Tunisia,2020,2012.00
Tunisia,2021,2475.00
Tunisia,2022,6441.00
Türkiye,1995,7083.00
Türkiye,2005,20273.00
Türkiye,2010,31364.00
Türkiye,2020,15894.00
Türkiye,2021,29925.00
Türkiye,2022,50453.00
Turkmenistan,1995,218.00
Turkmenistan,2005,12.00
Turks and Caicos Islands,1995,79.00
Turks and Caicos Islands,2005,176.00
Turks and Caicos Islands,2010,281.00
Turks and Caicos Islands,2020,165.00
